ORF,Ribo_Prints,RNA_Prints,length
NM_001006114,40,14,1181
NM_001006115,136,116,4117
NM_001006600,25,13,6712
NM_001006605,7,15,2603
NM_001006607,21,46,5175
NM_001006610,33,32,2383
NM_001006612,108,34,1086
NM_001006613,113,41,1010
NM_001006614,104,76,1007
NM_001006616,82,90,2547
NM_001006617,44,108,3395
NM_001006618,19,33,1587
NM_001006619,42,103,3254
NM_001006620,69,86,3067
NM_001006621,46,77,2977
NM_001006622,71,29,3167
NM_001006623,62,24,3598
NM_001006624,26,35,2636
NM_001006625,25,20,2630
NM_001006634,202,55,3509
NM_001006638,2,0,2652
NM_001006639,96,50,1194
NM_001006640,136,48,1206
NM_001006641,70,12,3446
NM_001006642,31,40,3691
NM_001006655,3,3,2405
NM_001006656,18,10,4717
NM_001006657,69,25,6944
NM_001006658,13,2,4170
NM_001006665,154,63,3112
NM_001006666,8,3,805
NM_001006681,28,12,1259
NM_001006682,21,1,1207
NM_001006683,21,12,1204
NM_001006684,131,113,1139
NM_001006932,72,52,5735
NM_001006935,136,26,1301
NM_001006937,105,21,1296
NM_001006941,228,53,1606
NM_001006943,21,9,1853
NM_001006944,94,45,3119
NM_001006945,38,23,1807
NM_001006946,122,50,3293
NM_001006947,70,20,2040
NM_001007,5411,4603,956
NM_001007022,53,34,4370
NM_001007024,174,98,5231
NM_001007025,184,93,5209
NM_001007026,554,14,4351
NM_001007027,430,81,1743
NM_001007067,393,111,2164
NM_001007068,482,99,2149
NM_001007069,414,114,2164
NM_001007070,415,95,2161
NM_001007072,22,7,934
NM_001007073,3074,1910,1750
NM_001007074,2625,1906,1770
NM_001007075,83,38,7657
NM_001007088,27,15,3488
NM_001007090,2,1,1446
NM_001007094,37,37,7029
NM_001007097,1,2,7144
NM_001007098,67,6,2092
NM_001007099,29,12,1428
NM_001007100,9,8,1419
NM_001007101,5,20,3890
NM_001007102,46,16,4140
NM_001007122,3,10,6416
NM_001007125,3,1,868
NM_001007139,4,1,5144
NM_001007156,1,1,4125
NM_001007169,15,13,2433
NM_001007188,9,0,2444
NM_001007189,1,8,2871
NM_001007214,388,91,2875
NM_001007225,83,1,3542
NM_001007226,37,23,3090
NM_001007227,26,23,2968
NM_001007228,36,22,2916
NM_001007229,33,26,2967
NM_001007230,38,22,3019
NM_001007233,33,32,2262
NM_001007234,16,18,908
NM_001007237,127,113,7267
NM_001007239,128,73,2939
NM_001007241,2,0,3012
NM_001007242,2,0,3003
NM_001007245,187,400,3510
NM_001007246,109,38,2639
NM_001007248,40,10,3115
NM_001007250,19,9,1298
NM_001007253,13,10,3266
NM_001007257,56,41,6197
NM_001007259,38,10,1167
NM_001007261,32,9,1261
NM_001007269,116,72,1524
NM_001007270,170,34,1561
NM_001007271,2,0,1771
NM_001007278,84,65,6954
NM_001007464,77,100,1562
NM_001007466,61,59,8618
NM_001007467,70,20,4391
NM_001007468,738,216,1676
NM_001007471,1,0,6271
NM_001007523,72,3,1116
NM_001007524,65,2,1116
NM_001007525,1,10,7645
NM_001007527,49,18,3237
NM_001007531,4,0,1662
NM_001007538,104,56,2889
NM_001007544,1,4,1665
NM_001007553,180,251,4166
NM_001007559,201,90,3436
NM_001007561,280,140,9687
NM_001007563,15,12,3559
NM_001007565,411,48,1824
NM_001007593,54,26,2469
NM_001007595,4,0,1576
NM_001007793,983,298,1537
NM_001007794,173,50,2251
NM_001008,180,0,897
NM_001008211,58,29,3597
NM_001008212,35,8,3528
NM_001008213,40,10,3582
NM_001008215,57,32,1767
NM_001008216,127,44,1566
NM_001008219,1,0,1860
NM_001008220,1,0,4676
NM_001008222,112,118,4639
NM_001008223,56,18,2065
NM_001008224,59,42,7080
NM_001008225,11,6,3774
NM_001008226,2,1,3130
NM_001008228,1,0,2091
NM_001008229,2,1,1772
NM_001008237,11,8,819
NM_001008239,52,38,5282
NM_001008269,1,0,480
NM_001008274,1,2,2152
NM_001008388,217,88,5891
NM_001008390,282,181,4539
NM_001008392,36,57,4455
NM_001008393,103,34,3529
NM_001008395,319,209,612
NM_001008396,175,42,5939
NM_001008397,30,13,3788
NM_001008401,12,6,4212
NM_001008405,76,26,5773
NM_001008410,166,63,3869
NM_001008485,169,85,1800
NM_001008486,117,37,1692
NM_001008487,70,61,2268
NM_001008489,15,5,1136
NM_001008491,150,79,3717
NM_001008492,125,86,3399
NM_001008493,867,290,13172
NM_001008495,44,65,4819
NM_001008496,6,0,3508
NM_001008528,503,129,4612
NM_001008529,426,135,1951
NM_001008530,321,80,2175
NM_001008537,6,3,11717
NM_001008539,114,93,7571
NM_001008540,48,16,1895
NM_001008541,30,15,3047
NM_001008563,96,41,4442
NM_001008564,167,110,4299
NM_001008566,48,68,2002
NM_001008657,137,20,3862
NM_001008660,284,114,4025
NM_001008661,146,42,2152
NM_001008662,132,45,2052
NM_001008695,204,130,1068
NM_001008697,105,52,2926
NM_001008701,623,204,7857
NM_001008703,24,20,935
NM_001008704,3,7,875
NM_001008707,34,42,4520
NM_001008708,60,16,1275
NM_001008709,841,329,1503
NM_001008710,57,0,2919
NM_001008711,52,0,3005
NM_001008712,58,5,1353
NM_001008726,21,21,3270
NM_001008727,57,10,1617
NM_001008737,12,15,1897
NM_001008738,99,40,6530
NM_001008739,50,12,552
NM_001008740,1,0,741
NM_001008744,59,61,3524
NM_001008747,1,1,2587
NM_001008777,1,0,2302
NM_001008778,88,19,882
NM_001008781,23,18,19047
NM_001008783,13,0,2403
NM_001008800,2289,1337,1993
NM_001008801,9,2,3913
NM_001008844,325,40,7933
NM_001008860,18,20,3130
NM_001008892,18,21,2994
NM_001008894,18,10,2937
NM_001008895,143,39,3899
NM_001008897,1310,465,2367
NM_001008910,63,60,2853
NM_001008938,762,287,6714
NM_001008949,116,41,2057
NM_001009,2211,1995,741
NM_001009182,157,41,1314
NM_001009183,106,17,1300
NM_001009184,943,279,1856
NM_001009185,7,10,6538
NM_001009186,1336,473,2529
NM_001009552,188,52,1970
NM_001009554,6,10,5835
NM_001009555,88,31,5273
NM_001009566,391,88,5226
NM_001009568,51,20,1632
NM_001009570,287,102,1324
NM_001009571,35,11,5931
NM_001009584,54,5,1766
NM_001009606,3,2,1155
NM_001009608,20,12,1407
NM_001009609,1,1,590
NM_001009811,140,62,3511
NM_001009812,12,10,1452
NM_001009813,29,28,1977
NM_001009814,146,32,3440
NM_001009877,51,11,2521
NM_001009880,177,140,6215
NM_001009881,165,30,5850
NM_001009894,82,21,2874
NM_001009899,56,73,13707
NM_001009905,37,13,1383
NM_001009909,1,0,5297
NM_001009921,26,41,5047
NM_001009922,20,2,4404
NM_001009923,273,221,1564
NM_001009924,284,204,1782
NM_001009925,277,243,1458
NM_001009932,73,49,3011
NM_001009933,75,40,2753
NM_001009934,59,44,2668
NM_001009936,140,70,990
NM_001009939,68,24,2267
NM_001009941,77,31,1672
NM_001009943,62,20,1593
NM_001009944,1154,352,14138
NM_001009955,336,89,3173
NM_001009958,5,24,1199
NM_001009960,16,36,4565
NM_001009984,36,33,6909
NM_001009991,4,0,2284
NM_001009992,2,0,3649
NM_001009993,523,291,5406
NM_001009994,7,0,664
NM_001009996,103,76,1776
NM_001009997,1,0,1242
NM_001009998,278,76,1721
NM_001009999,769,159,3107
NM_001010,4158,3978,829
NM_001010000,5,6,5531
NM_001010844,29,25,3448
NM_001010846,3,4,6183
NM_001010851,10,17,2975
NM_001010852,15,3,11477
NM_001010853,290,121,4712
NM_001010854,104,102,3434
NM_001010858,1068,552,3133
NM_001010859,1,0,805
NM_001010860,1,0,2025
NM_001010862,34,23,4459
NM_001010866,151,20,3907
NM_001010867,129,64,7824
NM_001010872,32,10,6244
NM_001010875,58,41,3742
NM_001010880,26,21,3675
NM_001010881,8,0,4672
NM_001010883,18,57,5340
NM_001010887,24,19,2852
NM_001010888,14,12,7256
NM_001010891,89,61,7845
NM_001010895,80,25,4647
NM_001010898,20,2,6402
NM_001010903,1,0,3735
NM_001010904,1,0,2130
NM_001010906,2,15,3887
NM_001010908,7,0,2493
NM_001010911,40,28,1989
NM_001010917,86,34,6448
NM_001010922,19,17,4973
NM_001010924,153,61,3950
NM_001010926,12,11,1306
NM_001010927,9,0,2668
NM_001010932,1,0,2790
NM_001010935,72,49,5122
NM_001010938,82,4,4222
NM_001010942,40,35,2142
NM_001010971,3,4,1567
NM_001010972,636,32,2305
NM_001010974,45,12,1146
NM_001010977,1,0,1102
NM_001010978,1,81,2376
NM_001010980,6,1,3990
NM_001010982,120,54,1730
NM_001010983,166,46,2379
NM_001010984,184,72,4622
NM_001010986,119,78,6013
NM_001010989,373,98,1919
NM_001011,3694,1849,728
NM_001011513,28,26,5805
NM_001011515,7,0,2023
NM_001011516,9,1,1963
NM_001011537,54,50,3654
NM_001011543,1,3,2743
NM_001011546,308,82,1746
NM_001011551,88,29,1732
NM_001011552,7,8,4138
NM_001011553,160,68,4347
NM_001011554,25,0,4084
NM_001011645,3,0,8107
NM_001011649,17,13,6004
NM_001011655,32,13,2349
NM_001011657,13,7,3489
NM_001011658,56,34,2860
NM_001011663,137,66,2230
NM_001011666,62,20,7895
NM_001011667,28,11,1730
NM_001011668,27,8,1686
NM_001011669,23,7,1710
NM_001011670,21,9,1582
NM_001011671,14,5,1538
NM_001011699,107,36,1453
NM_001011703,4,4,2684
NM_001011708,266,207,4255
NM_001011713,112,33,4475
NM_001011718,1,0,2910
NM_001011719,2,0,1689
NM_001011722,19,29,4261
NM_001011724,1853,985,2365
NM_001011725,1922,882,2224
NM_001011885,328,202,3202
NM_001012,3276,3286,705
NM_001012241,81,93,3820
NM_001012264,1,0,1607
NM_001012267,25,25,3404
NM_001012270,609,486,2513
NM_001012271,669,465,2700
NM_001012279,77,29,11818
NM_001012300,216,233,1768
NM_001012301,4,0,3167
NM_001012302,1,0,2875
NM_001012320,4,2,2623
NM_001012329,59,77,2961
NM_001012331,3,0,2637
NM_001012333,229,41,951
NM_001012334,201,32,997
NM_001012339,73,33,6073
NM_001012361,1,429,2507
NM_001012398,22,5,2508
NM_001012409,3,8,2990
NM_001012410,13,10,2380
NM_001012411,7,5,2234
NM_001012412,4,2,1624
NM_001012413,6,4,2183
NM_001012414,4,0,1580
NM_001012418,2,1,5760
NM_001012419,3,1,3930
NM_001012421,5,2,3511
NM_001012426,232,38,5949
NM_001012427,232,25,5943
NM_001012428,7,6,2778
NM_001012454,10,8,5775
NM_001012455,11,15,3161
NM_001012456,378,76,462
NM_001012478,1770,486,3119
NM_001012502,5,0,1722
NM_001012503,1,0,898
NM_001012505,17,0,892
NM_001012506,27,28,3117
NM_001012507,184,27,1135
NM_001012508,1,0,3173
NM_001012511,37,22,2220
NM_001012514,259,160,1949
NM_001012515,185,107,7278
NM_001012516,286,209,1924
NM_001012614,530,290,2483
NM_001012631,3,2943,1157
NM_001012632,3,2963,956
NM_001012634,1,2934,897
NM_001012635,5,2921,892
NM_001012636,1,3178,880
NM_001012643,113,13,1887
NM_001012644,12,3,1212
NM_001012659,17,24,5065
NM_001012662,1568,503,2344
NM_001012664,1411,483,2155
NM_001012716,50,3,844
NM_001012718,3,2979,1093
NM_001012727,172,75,1452
NM_001012729,8,15,3346
NM_001012732,49,66,2042
NM_001012750,30,9,3644
NM_001012751,20,10,3557
NM_001012752,31,15,3629
NM_001012754,60,14,3554
NM_001012755,26,12,6224
NM_001012756,15,23,5474
NM_001012758,18,7,1091
NM_001012759,128,59,1723
NM_001012761,58,34,4580
NM_001012762,98,74,1664
NM_001012763,1,0,5709
NM_001012957,8,12,6994
NM_001012968,108,26,4112
NM_001012969,22,14,1935
NM_001012974,16,0,1782
NM_001012977,2,0,2175
NM_001012978,11,4,819
NM_001012981,76,21,7126
NM_001012984,10,8,1269
NM_001012985,40,31,645
NM_001012989,112,20,1185
NM_001012991,74,39,1950
NM_001012994,68,32,7606
NM_001013,2142,1769,713
NM_001013251,1362,395,1932
NM_001013253,1,0,1785
NM_001013254,6,0,2015
NM_001013257,84,4,3431
NM_001013258,8,14,533
NM_001013398,1,0,2631
NM_001013399,98,82,2085
NM_001013406,53,11,4231
NM_001013415,15,21,3570
NM_001013436,377,164,1359
NM_001013437,164,62,1884
NM_001013438,171,70,8473
NM_001013439,187,112,8909
NM_001013615,15,7,1849
NM_001013619,49,26,1235
NM_001013620,124,53,10074
NM_001013622,20,3,2807
NM_001013627,12,9,3678
NM_001013631,51,8,1170
NM_001013635,17,7,2344
NM_001013638,1,1,1209
NM_001013641,8,0,1265
NM_001013642,55,20,1949
NM_001013647,16,59,10322
NM_001013649,73,108,4265
NM_001013653,19,1,1195
NM_001013657,73,12,1351
NM_001013659,8,30,7121
NM_001013660,78,25,2678
NM_001013661,2,0,1818
NM_001013663,118,46,572
NM_001013672,20,3,1839
NM_001013690,7,4,4694
NM_001013693,1,0,4012
NM_001013694,72,43,1293
NM_001013699,1081,166,1057
NM_001013703,131,103,5534
NM_001013706,6,1,2441
NM_001013735,7,0,1299
NM_001013742,2,0,7408
NM_001013746,23,9,5845
NM_001013836,66,18,2701
NM_001013837,63,30,2698
NM_001013838,73,8,4479
NM_001013839,65,54,4805
NM_001013841,4,2,1399
NM_001013842,34,3,2061
NM_001013843,93,8,4093
NM_001013845,126,149,1340
NM_001013848,38,29,3565
NM_001014,3482,2659,644
NM_001014279,5,0,1266
NM_001014283,20,25,3029
NM_001014286,168,51,2946
NM_001014342,5,0,9122
NM_001014380,36,33,7512
NM_001014431,405,266,2773
NM_001014432,374,318,2857
NM_001014433,165,47,808
NM_001014434,4,7,2078
NM_001014435,1,0,1700
NM_001014436,273,171,2191
NM_001014437,333,144,2772
NM_001014443,138,77,2354
NM_001014445,180,119,2684
NM_001014447,10,0,2277
NM_001014448,6,0,2540
NM_001014449,50,5,1726
NM_001014451,82,3,1736
NM_001014763,393,73,1301
NM_001014764,281,138,862
NM_001014765,47,28,3320
NM_001014794,224,85,1783
NM_001014795,266,71,2084
NM_001014796,12,8,3244
NM_001014809,16,8,3171
NM_001014812,32,36,1045
NM_001014831,402,66,3064
NM_001014832,374,82,2765
NM_001014834,237,48,2306
NM_001014835,295,93,2379
NM_001014837,167,67,1057
NM_001014838,198,49,1026
NM_001014839,432,94,3433
NM_001014840,167,47,936
NM_001014841,359,49,3365
NM_001014842,121,50,2177
NM_001014972,192,76,6504
NM_001014979,64,12,1545
NM_001014980,1,0,1043
NM_001014987,4,4,1656
NM_001014988,1,4,1653
NM_001014989,4,0,1448
NM_001014990,206,41,3055
NM_001014999,115,15,1170
NM_001015,2596,2420,646
NM_001015000,45,11,828
NM_001015001,626,130,1779
NM_001015002,117,32,1406
NM_001015045,15,50,5030
NM_001015048,100,76,4848
NM_001015049,54,60,5055
NM_001015050,68,6,810
NM_001015051,6,3,5487
NM_001015052,164,122,1096
NM_001015053,259,157,5327
NM_001015054,174,163,1039
NM_001015055,179,71,2191
NM_001015056,145,84,2194
NM_001015072,66,20,996
NM_001015508,9,6,2693
NM_001015509,42,26,2220
NM_001015877,336,97,4432
NM_001015879,3,0,1109
NM_001015880,59,24,3858
NM_001015881,809,914,1747
NM_001015882,20,0,2268
NM_001015885,248,48,1836
NM_001015887,2,2,3431
NM_001015891,70,16,1183
NM_001015892,161,69,1462
NM_001016,1122,1944,503
NM_001017,1692,639,529
NM_001017363,1,0,1239
NM_001017368,11,44,4121
NM_001017369,124,72,1942
NM_001017370,45,19,3353
NM_001017371,138,94,6008
NM_001017372,5,4,2838
NM_001017388,6,0,3484
NM_001017390,16,3,1397
NM_001017392,274,158,4768
NM_001017395,17,30,6085
NM_001017396,7,18,3902
NM_001017402,1,0,4307
NM_001017405,63,34,2233
NM_001017408,163,80,4603
NM_001017415,204,143,3509
NM_001017416,199,155,3414
NM_001017420,82,7,3358
NM_001017423,673,267,3457
NM_001017424,1,0,3597
NM_001017434,6,6,2032
NM_001017437,11,7,3003
NM_001017440,3,5,9471
NM_001017523,6,13,3900
NM_001017524,89,37,2756
NM_001017526,139,19,1725
NM_001017528,11,7,1843
NM_001017529,7,5,1726
NM_001017530,8,4,1900
NM_001017535,71,17,4775
NM_001017536,40,12,5044
NM_001017915,5,0,5192
NM_001017916,81,65,3154
NM_001017917,68,61,2987
NM_001017919,133,57,2683
NM_001017921,20,14,1670
NM_001017922,5,13,3455
NM_001017923,10,6,2906
NM_001017926,29,40,5201
NM_001017927,21,9,950
NM_001017928,66,20,720
NM_001017956,63,29,2694
NM_001017957,47,34,2649
NM_001017958,68,32,2814
NM_001017961,7,0,1481
NM_001017962,165,45,2846
NM_001017963,4668,1229,3884
NM_001017964,532,306,1338
NM_001017967,15,3,2248
NM_001017969,22,21,7204
NM_001017971,5,12,2346
NM_001017973,75,61,2565
NM_001017974,66,40,2093
NM_001017975,3,5,4931
NM_001017977,128,90,3346
NM_001017979,64,46,1716
NM_001017980,268,249,4736
NM_001017981,121,83,1920
NM_001017987,62,31,1036
NM_001017989,20,11,1932
NM_001017992,1,0,2794
NM_001017995,171,62,7777
NM_001017998,109,125,1255
NM_001017999,33,4,3653
NM_001018,3735,1328,535
NM_001018000,49,10,3842
NM_001018001,32,9,3643
NM_001018003,165,15,2040
NM_001018004,13,19,1788
NM_001018005,6,9,1240
NM_001018006,6,13,1788
NM_001018007,9,11,1788
NM_001018008,18,7,1566
NM_001018009,62,28,3200
NM_001018011,17,4,2251
NM_001018020,7,24,1788
NM_001018024,88,44,1014
NM_001018025,79,37,2320
NM_001018037,157,71,11145
NM_001018038,188,80,10176
NM_001018039,110,75,7922
NM_001018041,10,3,1702
NM_001018050,179,103,4484
NM_001018052,187,88,4397
NM_001018053,51,15,3529
NM_001018054,70,49,7601
NM_001018055,147,55,2854
NM_001018056,25,24,3552
NM_001018057,4,0,2578
NM_001018065,2,0,8324
NM_001018066,1,0,8276
NM_001018067,2994,1308,6764
NM_001018068,2890,1274,6746
NM_001018069,2973,1180,6719
NM_001018070,541,167,1932
NM_001018072,33,26,5760
NM_001018073,445,100,2049
NM_001018074,4,2,6614
NM_001018076,12,4,6410
NM_001018077,3,3,7286
NM_001018078,225,59,2327
NM_001018088,98,64,14596
NM_001018089,77,82,7064
NM_001018090,2,2,4662
NM_001018091,1,3,4457
NM_001018102,49,18,3836
NM_001018104,123,22,1702
NM_001018108,190,215,3031
NM_001018109,81,24,1526
NM_001018111,151,45,5984
NM_001018112,83,61,1656
NM_001018113,26,21,3008
NM_001018115,410,183,5102
NM_001018136,1254,539,1075
NM_001018137,311,214,850
NM_001018138,373,222,708
NM_001018139,344,201,666
NM_001018159,256,128,1911
NM_001018160,223,84,1709
NM_001018161,55,16,1618
NM_001018837,375,371,1035
NM_001019,1737,1638,543
NM_001020,3452,2167,590
NM_001020658,605,174,5385
NM_001020818,42,0,3356
NM_001020819,24,1,3136
NM_001020820,29,4,3253
NM_001020821,29,2,3201
NM_001020825,5,0,4154
NM_001021,1493,2239,575
NM_001022,4320,3416,849
NM_001023,1061,1195,839
NM_001023560,51,16,2836
NM_001023561,14,22,2929
NM_001023563,45,28,10126
NM_001023567,42,39,4270
NM_001023570,95,35,2594
NM_001023571,88,40,2195
NM_001023587,29,20,1973
NM_001024,1235,1426,396
NM_001024024,96,54,1979
NM_001024070,68,28,1924
NM_001024071,108,52,1836
NM_001024074,1,2,739
NM_001024094,1,1,6787
NM_001024210,117,40,896
NM_001024211,114,50,612
NM_001024212,46,70,583
NM_001024213,95,76,551
NM_001024215,58,47,1521
NM_001024216,49,48,2779
NM_001024218,142,17,4203
NM_001024226,3013,1552,1973
NM_001024227,2783,1508,2007
NM_001024228,2844,1513,1985
NM_001024372,4,0,2682
NM_001024380,20,32,3435
NM_001024381,53,35,3334
NM_001024382,247,127,1411
NM_001024383,1,0,9826
NM_001024401,174,27,4992
NM_001024452,1,0,1675
NM_001024455,37,4,4338
NM_001024457,38,3,6695
NM_001024465,287,86,1024
NM_001024466,310,50,907
NM_001024593,3,7,2423
NM_001024594,12,7,683
NM_001024596,12,12,5419
NM_001024599,13669,237,495
NM_001024601,1,1,504
NM_001024628,28,1,2478
NM_001024629,18,8,2373
NM_001024630,16,0,5553
NM_001024647,10,8,8861
NM_001024649,1959,971,4897
NM_001024660,9,8,10807
NM_001024661,1,0,2164
NM_001024662,3074,2247,1130
NM_001024666,45,54,4454
NM_001024674,80,36,1798
NM_001024678,83,12,1772
NM_001024680,5,16,2712
NM_001024683,22,14,1139
NM_001024688,35,34,4724
NM_001024732,105,83,2666
NM_001024736,554,140,3401
NM_001024807,144,36,2450
NM_001024808,159,81,3720
NM_001024809,99,4,3477
NM_001024843,152,60,15959
NM_001024844,28,18,1616
NM_001024845,61,20,3236
NM_001024847,18,15,4703
NM_001024855,34,14,2965
NM_001024858,50,0,10064
NM_001024912,1,1,3466
NM_001024916,9,16,1612
NM_001024921,1049,1335,838
NM_001024924,111,20,3582
NM_001024934,358,49,3122
NM_001024935,379,56,3075
NM_001024936,335,65,2977
NM_001024937,289,52,4957
NM_001024938,16,21,3022
NM_001024939,16,11,2910
NM_001024940,1,0,2049
NM_001024943,105,63,2060
NM_001024944,105,52,2000
NM_001024946,112,41,1982
NM_001024947,151,26,3453
NM_001024948,21,48,5343
NM_001024956,490,141,7019
NM_001024957,60,48,1355
NM_001024959,239,150,1605
NM_001024960,227,186,1460
NM_001025,1089,1342,3314
NM_001025070,2295,2422,780
NM_001025071,2320,2443,786
NM_001025076,29,8,8042
NM_001025077,40,1,9239
NM_001025087,8,0,4051
NM_001025088,8,0,4048
NM_001025091,239,81,3464
NM_001025092,1,0,2168
NM_001025100,8,8,4889
NM_001025101,4,0,2773
NM_001025105,431,212,2645
NM_001025107,699,558,6540
NM_001025108,57,22,8120
NM_001025160,85,3,3345
NM_001025200,1,0,890
NM_001025201,23,32,2446
NM_001025203,767,128,953
NM_001025204,871,132,1020
NM_001025205,310,303,1934
NM_001025234,19,8,1426
NM_001025235,26,4,1425
NM_001025236,16,5,1430
NM_001025237,25,9,1462
NM_001025238,24,5,1312
NM_001025239,18,13,1332
NM_001025242,745,730,3481
NM_001025243,701,680,3334
NM_001025247,96,88,4139
NM_001025248,315,85,2146
NM_001025249,255,64,1830
NM_001025252,3,0,4301
NM_001025253,8,5,4088
NM_001025266,24,22,5901
NM_001025295,2,0,735
NM_001025300,37,36,2138
NM_001025356,73,45,6108
NM_001025357,7,8,1786
NM_001025366,13,9,3661
NM_001025367,17,5,3592
NM_001025368,10,8,3538
NM_001025369,8,2,3503
NM_001025370,13,5,3406
NM_001025389,1,5,4334
NM_001025433,60,9,2489
NM_001025434,47,14,2477
NM_001025436,14,19,1270
NM_001025579,52,81,2433
NM_001025580,63,9,5306
NM_001025593,16,13,3017
NM_001025595,20,8,3113
NM_001025596,399,186,4465
NM_001025603,148,186,3611
NM_001025604,39,16,2528
NM_001025616,4,0,4644
NM_001025778,54,32,1950
NM_001025780,117,45,3104
NM_001025930,42,13,3662
NM_001026,352,231,633
NM_001028,1052,1068,492
NM_001029,2747,755,682
NM_001029835,60,34,1882
NM_001029839,14,24,2178
NM_001029840,14,26,1996
NM_001029858,96,54,4852
NM_001029859,32,30,3397
NM_001029863,199,89,4146
NM_001029880,73,80,8024
NM_001029881,1,0,745
NM_001029882,128,0,6358
NM_001029884,31,20,7237
NM_001029885,132,68,2193
NM_001029891,1435,382,1678
NM_001029896,153,80,1625
NM_001029939,4,4,4694
NM_001029954,4,0,1330
NM_001029955,5,0,4772
NM_001029976,17,23,2616
NM_001029989,128,156,1330
NM_001029991,273,79,1786
NM_001029997,15,6,2951
NM_001029998,16,5,3787
NM_001030,863,1675,351
NM_001030001,1030,1322,1414
NM_001030006,540,432,5763
NM_001030007,264,156,6848
NM_001030009,1716,1767,477
NM_001030010,10,0,2726
NM_001030015,1,0,2405
NM_001030018,1394,481,673
NM_001030019,1,0,1436
NM_001030055,86,90,9604
NM_001030059,1,1,1521
NM_001030060,36,33,6324
NM_001030272,9,3,2791
NM_001030273,9,12,2862
NM_001030287,47,16,1922
NM_001030288,22,27,6939
NM_001030312,2,0,2871
NM_001030313,2,0,3003
NM_001031,1852,1107,382
NM_001031615,2,0,2494
NM_001031617,28,37,4891
NM_001031623,73,41,5241
NM_001031628,31,11,1087
NM_001031665,2,3,2747
NM_001031672,69,64,3533
NM_001031677,166,85,1621
NM_001031679,59,16,4417
NM_001031680,18,8,4340
NM_001031681,159,27,4042
NM_001031683,2,0,2457
NM_001031684,816,313,2489
NM_001031685,272,118,4657
NM_001031689,151,32,4954
NM_001031690,4,0,4377
NM_001031692,8,0,2217
NM_001031693,81,9,802
NM_001031694,11,23,3347
NM_001031695,80,28,6977
NM_001031696,796,320,2188
NM_001031698,19,14,3333
NM_001031701,82,25,7214
NM_001031702,6,0,4793
NM_001031703,167,118,1349
NM_001031710,86,36,3175
NM_001031711,228,171,2936
NM_001031712,95,31,1951
NM_001031713,245,306,5471
NM_001031714,305,76,4653
NM_001031715,12,17,4239
NM_001031716,26,18,3849
NM_001031717,65,18,2390
NM_001031719,12,4,1395
NM_001031720,66,59,4122
NM_001031721,2,5,2339
NM_001031722,32,6,1726
NM_001031723,40,27,6073
NM_001031725,63,20,2320
NM_001031726,27,17,4412
NM_001031727,353,261,3177
NM_001031732,345,95,6249
NM_001031733,12,23,4494
NM_001031734,96,31,846
NM_001031735,3,0,961
NM_001031737,18,4,1611
NM_001031738,19,10,1554
NM_001031740,239,89,2581
NM_001031745,2,0,1510
NM_001031746,14,30,6415
NM_001031800,172,35,937
NM_001031801,207,86,2914
NM_001031803,166,50,3548
NM_001031804,258,72,6878
NM_001031806,191,89,3823
NM_001031812,55,26,4639
NM_001031827,1014,540,1012
NM_001031834,5,1,1029
