name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,length
YER084W-A,chrV,+,327597,328110,327597,328110,1,"327597,","328110,",YER084W-A,513
YER067W,chrV,+,292065,292551,292065,292551,1,"292065,","292551,",RGI1,486
YER105C,chrV,-,367837,372013,367837,372013,1,"367837,","372013,",NUP157,4176
YER067C-A,chrV,-,292239,292563,292239,292563,1,"292239,","292563,",YER067C-A,324
YER093C,chrV,-,343319,347612,343319,347612,1,"343319,","347612,",TSC11,4293
YER073W,chrV,+,304029,305592,304029,305592,1,"304029,","305592,",ALD5,1563
YER091C,chrV,-,339863,342167,339863,342167,1,"339863,","342167,",MET6,2304
YER079W,chrV,+,318919,319552,318919,319552,1,"318919,","319552,",YER079W,633
YER085C,chrV,-,327618,328140,327618,328140,1,"327618,","328140,",YER085C,522
YER066W,chrV,+,290241,290799,290241,290799,1,"290241,","290799,",RRT13,558
YER099C,chrV,-,358104,359061,358104,359061,1,"358104,","359061,",PRS2,957
YER055C,chrV,-,264891,265785,264891,265785,1,"264891,","265785,",HIS1,894
YER088W-B,chrV,+,335926,336073,335926,336073,1,"335926,","336073,",YER088W-B,147
YER106W,chrV,+,372325,373234,372325,373234,1,"372325,","373234,",MAM1,909
YER083C,chrV,-,326173,327031,326173,327031,1,"326173,","327031,",GET2,858
YER102W,chrV,+,362732,363702,363099,363702,1,"363099,","363702,",RPS8B,603
YER071C,chrV,-,301946,302327,301946,302327,1,"301946,","302327,",TDA2,381
YER080W,chrV,+,319962,321846,319962,321846,1,"319962,","321846,",AIM9,1884
YER075C,chrV,-,308412,311199,308412,311199,1,"308412,","311199,",PTP3,2787
YER066C-A,chrV,-,291702,292203,291702,292203,1,"291702,","292203,",YER066C-A,501
YER056C,chrV,-,266511,268113,266511,268113,1,"266511,","268113,",FCY2,1602
YER087W,chrV,+,330575,332306,330575,332306,1,"330575,","332306,",AIM10,1731
YER107C,chrV,-,373447,374545,373447,374545,1,"373447,","374545,",GLE2,1098
YER112W,chrV,+,387231,387795,387231,387795,1,"387231,","387795,",LSM4,564
YER076C,chrV,-,312589,313498,312589,313498,1,"312589,","313498,",YER076C,909
YER087C-B,chrV,-,332581,332830,332581,332830,1,"332581,","332830,",SBH1,249
YER097W,chrV,+,355139,355469,355139,355469,1,"355139,","355469,",YER097W,330
YER060W-A,chrV,+,276571,278164,276571,278164,1,"276571,","278164,",FCY22,1593
YER064C,chrV,-,282704,284222,282704,284222,1,"282704,","284222,",VHR2,1518
YER074W-A,chrV,+,307652,308123,307652,308123,3,"307652,307848,308067,","307746,307956,308123,",YOS1,258
YER096W,chrV,+,351697,353236,351697,353236,1,"351697,","353236,",SHC1,1539
YER065C,chrV,-,285240,286914,285240,286914,1,"285240,","286914,",ICL1,1674
YER089C,chrV,-,335945,337340,335945,337340,1,"335945,","337340,",PTC2,1395
YER161C,chrV,-,499346,500348,499346,500348,1,"499346,","500348,",SPT2,1002
YER125W,chrV,+,410188,412618,410188,412618,1,"410188,","412618,",RSP5,2430
YER115C,chrV,-,394291,394867,394291,394867,1,"394291,","394867,",SPR6,576
YER131W,chrV,+,423590,424311,423951,424311,1,"423951,","424311,",RPS26B,360
YER152C,chrV,-,472656,473988,472656,473988,1,"472656,","473988,",YER152C,1332
YER148W,chrV,+,465302,466025,465302,466025,1,"465302,","466025,",SPT15,723
YER148W-A,chrV,+,466184,466763,466184,466763,1,"466184,","466763,",YER148W-A,579
YER164W,chrV,+,505391,509798,505391,509798,1,"505391,","509798,",CHD1,4407
YER140W,chrV,+,451564,453235,451564,453235,1,"451564,","453235,",EMP65,1671
YER149C,chrV,-,466207,467470,466207,467470,1,"466207,","467470,",PEA2,1263
YER130C,chrV,-,421114,422446,421114,422446,1,"421114,","422446,",COM2,1332
YER159C-A,chrV,-,496801,498124,496801,498124,1,"496801,","498124,",YER159C-A_CDS,1323
YER137C,chrV,-,441372,441819,441372,441819,1,"441372,","441819,",YER137C,447
YER165W,chrV,+,510372,512106,510372,512106,1,"510372,","512106,",PAB1,1734
YER152W-A,chrV,+,473484,474051,473484,474051,1,"473484,","474051,",YER152W-A,567
YER133W,chrV,+,432494,433958,432494,433958,2,"432494,433196,","432671,433958,",GLC7,939
YER162C,chrV,-,500629,502894,500629,502894,1,"500629,","502894,",RAD4,2265
YER150W,chrV,+,468369,468816,468369,468816,1,"468369,","468816,",SPI1,447
YER137C-A,chrV,-,447701,449024,447701,449024,1,"447701,","449024,",YER137C-A_CDS,1323
YER123W,chrV,+,404812,406387,404812,406387,1,"404812,","406387,",YCK3,1575
YER142C,chrV,-,455145,456036,455145,456036,1,"455145,","456036,",MAG1,891
YER165C-A,chrV,-,512626,512983,512626,512983,1,"512626,","512983,",YER165C-A,357
YER121W,chrV,+,402374,402719,402374,402719,1,"402374,","402719,",YER121W,345
YER126C,chrV,-,413393,414179,413393,414179,1,"413393,","414179,",NSA2,786
YER119C-A,chrV,-,400866,401238,400866,401238,1,"400866,","401238,",YER119C-A,372
YER144C,chrV,-,457805,460223,457805,460223,1,"457805,","460223,",UBP5,2418
YER163C,chrV,-,503083,503782,503083,503782,1,"503083,","503782,",GCG1,699
YER143W,chrV,+,456318,457605,456318,457605,1,"456318,","457605,",DDI1,1287
YER132C,chrV,-,425187,430449,425187,430449,1,"425187,","430449,",PMD1,5262
YER157W,chrV,+,484787,487193,484787,487193,1,"484787,","487193,",COG3,2406
YER153C,chrV,-,474040,474805,474040,474805,1,"474040,","474805,",PET122,765
YER167W,chrV,+,518215,520771,518215,520771,1,"518215,","520771,",BCK2,2556
YER147C-A,chrV,-,465202,465613,465202,465613,1,"465202,","465613,",YER147C-A,411
YER141W,chrV,+,453458,454919,453458,454919,1,"453458,","454919,",COX15,1461
YER128W,chrV,+,415858,416470,415858,416470,1,"415858,","416470,",VFA1,612
YER119C,chrV,-,399495,400842,399495,400842,1,"399495,","400842,",AVT6,1347
YER159C,chrV,-,491529,491958,491529,491958,1,"491529,","491958,",BUR6,429
YER160C,chrV,-,492855,498124,492855,498124,2,"492855,496822,","496821,498124,",YER160C_CDS,5268
YER135C,chrV,-,437951,438344,437951,438344,1,"437951,","438344,",YER135C,393
YER124C,chrV,-,407341,409063,407341,409063,1,"407341,","409063,",DSE1,1722
YER156C,chrV,-,483324,484341,483324,484341,1,"483324,","484341,",YER156C,1017
YER155C,chrV,-,476344,482848,476344,482848,1,"476344,","482848,",BEM2,6504
YER133W-A,chrV,+,437190,437532,437190,437532,1,"437190,","437532,",YER133W-A,342
YER118C,chrV,-,397951,399055,397951,399055,1,"397951,","399055,",SHO1,1104
YER122C,chrV,-,402870,404352,402870,404352,1,"402870,","404352,",GLO3,1482
YER134C,chrV,-,437266,437803,437266,437803,1,"437266,","437803,",YER134C,537
YER158W-A,chrV,+,491486,491702,491486,491702,1,"491486,","491702,",YER158W-A,216
YER145C,chrV,-,460525,461740,460525,461740,1,"460525,","461740,",FTR1,1215
YER158C,chrV,-,488856,490578,488856,490578,1,"488856,","490578,",YER158C,1722
YER129W,chrV,+,417280,420709,417280,420709,1,"417280,","420709,",SAK1,3429
YER151C,chrV,-,469685,472424,469685,472424,1,"469685,","472424,",UBP3,2739
YER138W-A,chrV,+,449473,449578,449473,449578,1,"449473,","449578,",YER138W-A,105
YER166W,chrV,+,512743,517459,512743,517459,1,"512743,","517459,",DNF1,4716
YER117W,chrV,+,396768,397653,396768,397653,2,"396768,397281,","396810,397653,",RPL23B,414
YER127W,chrV,+,414480,415554,414480,415554,1,"414480,","415554,",LCP5,1074
YER146W,chrV,+,462584,462866,462584,462866,1,"462584,","462866,",LSM5,282
YER138C,chrV,-,443755,449024,443755,449024,2,"443755,447722,","447721,449024,",YER138C_CDS,5268
YER154W,chrV,+,475019,476228,475019,476228,1,"475019,","476228,",OXA1,1209
YER168C,chrV,-,521028,522669,521028,522669,1,"521028,","522669,",CCA1,1641
YER120W,chrV,+,401134,401869,401134,401869,1,"401134,","401869,",SCS2,735
YER137W-A,chrV,+,441574,441880,441574,441880,1,"441574,","441880,",YER137W-A,306
YER136W,chrV,+,439615,440971,439615,440971,1,"439615,","440971,",GDI1,1356
YER116C,chrV,-,395347,396172,395347,396172,1,"395347,","396172,",SLX8,825
YER147C,chrV,-,462967,464842,462967,464842,1,"462967,","464842,",SCC4,1875
YER145C-A,chrV,-,462385,462823,462385,462823,1,"462385,","462823,",YER145C-A,438
YER139C,chrV,-,450562,451243,450562,451243,1,"450562,","451243,",RTR1,681
YER186C,chrV,-,561704,562625,561704,562625,1,"561704,","562625,",YER186C,921
YER172C,chrV,-,529529,536021,529529,536021,1,"529529,","536021,",BRR2,6492
YER189W,chrV,+,571154,571523,571154,571523,1,"571154,","571523,",YER189W,369
YER178W,chrV,+,546816,548079,546816,548079,1,"546816,","548079,",PDA1,1263
YER171W,chrV,+,527081,529418,527081,529418,1,"527081,","529418,",RAD3,2337
YER187W,chrV,+,566229,566655,566229,566655,1,"566229,","566655,",YER187W,426
YER190W,chrV,+,571479,576525,571479,576525,1,"571479,","576525,",YRF1-2,5046
YER188C-A,chrV,-,569607,569907,569607,569907,1,"569607,","569907,",YER188C-A,300
YER183C,chrV,-,553333,553969,553333,553969,1,"553333,","553969,",FAU1,636
YER180C,chrV,-,549723,550527,549723,550527,1,"549723,","550527,",ISC10,804
YER175C,chrV,-,539463,540363,539463,540363,1,"539463,","540363,",TMT1,900
YER190C-B,chrV,-,575679,576162,575679,576162,1,"575679,","576162,",YER190C-B,483
YER170W,chrV,+,525973,526651,525973,526651,1,"525973,","526651,",ADK2,678
YER182W,chrV,+,552524,553259,552524,553259,1,"552524,","553259,",FMP10,735
YER176W,chrV,+,541689,545055,541689,545055,1,"541689,","545055,",ECM32,3366
YER181C,chrV,-,551472,551796,551472,551796,1,"551472,","551796,",YER181C,324
YER180C-A,chrV,-,550864,551122,550864,551122,1,"550864,","551122,",SLO1,258
YER172C-A,chrV,-,536274,536655,536274,536655,1,"536274,","536655,",YER172C-A,381
YER190C-A,chrV,-,574803,575379,574803,575379,1,"574803,","575379,",YER190C-A,576
YER188W,chrV,+,568039,568759,568039,568759,1,"568039,","568759,",YER188W,720
YER184C,chrV,-,556295,558680,556295,558680,1,"556295,","558680,",TOG1,2385
YER179W,chrV,+,548420,549517,548420,549517,2,"548420,548644,","548552,549517,",DMC1,1005
YER174C,chrV,-,538433,539168,538433,539168,1,"538433,","539168,",GRX4,735
YER185W,chrV,+,559453,560365,559453,560365,1,"559453,","560365,",PUG1,912
YER177W,chrV,+,545610,546414,545610,546414,1,"545610,","546414,",BMH1,804
YER175W-A,chrV,+,540649,540814,540649,540814,1,"540649,","540814,",YER175W-A,165
YER173W,chrV,+,536299,538279,536299,538279,1,"536299,","538279,",RAD24,1980
YJL091C,chrX,-,261079,262552,261079,262552,1,"261079,","262552,",GWT1,1473
YJR125C,chrX,-,654736,655963,654736,655963,1,"654736,","655963,",ENT3,1227
YJL026C-A,chrX,-,393065,393287,393065,393287,1,"393065,","393287,",YJL026C-A,222
YJL026W,chrX,+,392403,393603,392403,393603,1,"392403,","393603,",RNR2,1200
YJL155C,chrX,-,129284,130643,129284,130643,1,"129284,","130643,",FBP26,1359
YJL185C,chrX,-,82094,82976,82094,82976,1,"82094,","82976,",ATG36,882
YJL204C,chrX,-,50628,53151,50628,53151,1,"50628,","53151,",RCY1,2523
YJL212C,chrX,-,33849,36249,33849,36249,1,"33849,","36249,",OPT1,2400
YJL168C,chrX,-,102226,104428,102226,104428,1,"102226,","104428,",SET2,2202
YJL192C,chrX,-,72709,73414,72709,73414,1,"72709,","73414,",SOP4,705
YJL179W,chrX,+,88786,89116,88786,89116,1,"88786,","89116,",PFD1,330
YJL219W,chrX,+,19496,21200,19496,21200,1,"19496,","21200,",HXT9,1704
YJL165C,chrX,-,106893,109461,106893,109461,1,"106893,","109461,",HAL5,2568
YJL206C,chrX,-,47658,49935,47658,49935,1,"47658,","49935,",YJL206C,2277
YJL222W,chrX,+,11474,16124,11474,16124,1,"11474,","16124,",VTH2,4650
YJL181W,chrX,+,85659,87495,85659,87495,1,"85659,","87495,",YJL181W,1836
YJL195C,chrX,-,69240,69942,69240,69942,1,"69240,","69942,",YJL195C,702
YJL161W,chrX,+,117244,117787,117244,117787,1,"117244,","117787,",FMP33,543
YJL159W,chrX,+,120448,121690,120448,121690,1,"120448,","121690,",HSP150,1242
YJL166W,chrX,+,106433,106718,106433,106718,1,"106433,","106718,",QCR8,285
YJL200C,chrX,-,56443,58813,56443,58813,1,"56443,","58813,",ACO2,2370
YJL172W,chrX,+,97736,99467,97736,99467,1,"97736,","99467,",CPS1,1731
YJL209W,chrX,+,38004,39969,38004,39969,1,"38004,","39969,",CBP1,1965
YJL225C,chrX,-,465,6130,465,6130,2,"465,4969,","4581,6130,",YJL225C,5277
YJL188C,chrX,-,76201,76510,76201,76510,1,"76201,","76510,",BUD19,309
YJL217W,chrX,+,23132,23729,23132,23729,1,"23132,","23729,",REE1,597
YJL207C,chrX,-,41388,47433,41388,47433,1,"41388,","47433,",LAA1,6045
YJL171C,chrX,-,99703,100894,99703,100894,1,"99703,","100894,",YJL171C,1191
YJL191W,chrX,+,73786,74611,73786,74611,2,"73786,74204,","73796,74611,",RPS14B,417
YJL178C,chrX,-,89281,90097,89281,90097,1,"89281,","90097,",ATG27,816
YJL162C,chrX,-,113877,115629,113877,115629,1,"113877,","115629,",JJJ2,1752
YJL176C,chrX,-,92052,94530,92052,94530,1,"92052,","94530,",SWI3,2478
YJL221C,chrX,-,16766,18536,16766,18536,1,"16766,","18536,",IMA4,1770
YJL225W-A,chrX,+,828,1311,828,1311,1,"828,","1311,",YJL225W-A,483
YJL214W,chrX,+,26886,28596,26886,28596,1,"26886,","28596,",HXT8,1710
YJL174W,chrX,+,95091,95922,95091,95922,1,"95091,","95922,",KRE9,831
YJL186W,chrX,+,80154,81915,80154,81915,1,"80154,","81915,",MNN5,1761
YJL203W,chrX,+,53340,54183,53340,54183,1,"53340,","54183,",PRP21,843
YJL213W,chrX,+,32162,33158,32162,33158,1,"32162,","33158,",YJL213W,996
YJL175W,chrX,+,94048,94561,94048,94561,1,"94048,","94561,",YJL175W,513
YJL189W,chrX,+,75932,76474,75932,76474,2,"75932,76324,","75938,76474,",RPL39,156
YJL208C,chrX,-,40193,41183,40193,41183,1,"40193,","41183,",NUC1,990
YJL210W,chrX,+,36918,37734,36918,37734,1,"36918,","37734,",PEX2,816
YJL194W,chrX,+,69337,70879,69337,70879,1,"69337,","70879,",CDC6,1542
YJL158C,chrX,-,122264,122948,122264,122948,1,"122264,","122948,",CIS3,684
YJL167W,chrX,+,105013,106072,105013,106072,1,"105013,","106072,",ERG20,1059
YJL169W,chrX,+,102098,102467,102098,102467,1,"102098,","102467,",YJL169W,369
YJL182C,chrX,-,85434,85752,85434,85752,1,"85434,","85752,",YJL182C,318
YJL222W-A,chrX,+,9451,9679,9451,9679,1,"9451,","9679,",YJL222W-A,228
YJL222W-B,chrX,+,9345,9483,9345,9483,1,"9345,","9483,",YJL222W-B,138
YJL220W,chrX,+,18242,18695,18242,18695,1,"18242,","18695,",YJL220W,453
YJL199C,chrX,-,59855,60182,59855,60182,1,"59855,","60182,",MBB1,327
YJL197W,chrX,+,63804,67569,63804,67569,1,"63804,","67569,",UBP12,3765
YJL202C,chrX,-,53942,54290,53942,54290,1,"53942,","54290,",YJL202C,348
YJL187C,chrX,-,76802,79262,76802,79262,1,"76802,","79262,",SWE1,2460
YJL201W,chrX,+,54378,56178,54378,56178,1,"54378,","56178,",ECM25,1800
YJL170C,chrX,-,101149,101779,101149,101779,1,"101149,","101779,",ASG7,630
YJL190C,chrX,-,74909,75302,74909,75302,1,"74909,","75302,",RPS22A,393
YJL163C,chrX,-,111665,113333,111665,113333,1,"111665,","113333,",YJL163C,1668
YJL215C,chrX,-,26411,26771,26411,26771,1,"26411,","26771,",YJL215C,360
YJL193W,chrX,+,71365,72574,71365,72574,1,"71365,","72574,",YJL193W,1209
YJL218W,chrX,+,21972,22563,21972,22563,1,"21972,","22563,",YJL218W,591
YJL164C,chrX,-,109965,111159,109965,111159,1,"109965,","111159,",TPK1,1194
YJL197C-A,chrX,-,65804,66086,65804,66086,1,"65804,","66086,",YJL197C-A,282
YJL183W,chrX,+,84067,85336,84067,85336,1,"84067,","85336,",MNN11,1269
YJL156C,chrX,-,126852,128952,126852,128952,1,"126852,","128952,",SSY5,2100
YJL184W,chrX,+,83447,83819,83447,83819,1,"83447,","83819,",GON7,372
YJL205C,chrX,-,50138,50443,50138,50443,2,"50138,50411,","50268,50443,",NCE101,162
YJL211C,chrX,-,36756,37200,36756,37200,1,"36756,","37200,",YJL211C,444
YJL173C,chrX,-,96160,96529,96160,96529,1,"96160,","96529,",RFA3,369
YJL198W,chrX,+,60843,63489,60843,63489,1,"60843,","63489,",PHO90,2646
YJL223C,chrX,-,8775,9138,8775,9138,1,"8775,","9138,",PAU1,363
YJL216C,chrX,-,24340,26086,24340,26086,1,"24340,","26086,",IMA5,1746
YJL160C,chrX,-,117961,118825,117961,118825,1,"117961,","118825,",YJL160C,864
YJL196C,chrX,-,67849,68782,67849,68782,1,"67849,","68782,",ELO1,933
YJL180C,chrX,-,87582,88560,87582,88560,1,"87582,","88560,",ATP12,978
YJL177W,chrX,+,90785,91657,90785,91657,2,"90785,91411,","91094,91657,",RPL17B,555
YJL157C,chrX,-,123835,126328,123835,126328,1,"123835,","126328,",FAR1,2493
YJL156W-A,chrX,+,126603,126825,126603,126825,1,"126603,","126825,",YJL156W-A,222
YJL122W,chrX,+,189715,190243,189715,190243,1,"189715,","190243,",ALB1,528
YJL149W,chrX,+,137378,139370,137378,139370,1,"137378,","139370,",DAS1,1992
YJL142C,chrX,-,147818,148211,147818,148211,1,"147818,","148211,",IRC9,393
YJL131C,chrX,-,164277,165348,164277,165348,1,"164277,","165348,",AIM23,1071
YJL125C,chrX,-,185527,186679,185527,186679,1,"185527,","186679,",GCD14,1152
YJL113W,chrX,+,198677,203325,198677,203325,2,"198677,198999,","198998,203325,",YJL113W_CDS,4647
YJL103C,chrX,-,229024,230881,229024,230881,1,"229024,","230881,",GSM1,1857
YJL134W,chrX,+,158187,159417,158187,159417,1,"158187,","159417,",LCB3,1230
YJL126W,chrX,+,184500,185424,184500,185424,1,"184500,","185424,",NIT2,924
YJL150W,chrX,+,137122,137425,137122,137425,1,"137122,","137425,",YJL150W,303
YJL104W,chrX,+,227326,227776,227326,227776,1,"227326,","227776,",PAM16,450
YJL129C,chrX,-,173598,177306,173598,177306,1,"173598,","177306,",TRK1,3708
YJL136W-A,chrX,+,156168,156252,156168,156252,1,"156168,","156252,",YJL136W-A,84
YJL092W,chrX,+,257422,260947,257422,260947,1,"257422,","260947,",SRS2,3525
YJL146W,chrX,+,143291,144701,143291,144701,1,"143291,","144701,",IDS2,1410
YJL095W,chrX,+,247254,251691,247254,251691,1,"247254,","251691,",BCK1,4437
YJL130C,chrX,-,165722,172752,165722,172367,1,"165722,","172367,",URA2,6645
YJL100W,chrX,+,237262,239086,237262,239086,1,"237262,","239086,",LSB6,1824
YJL116C,chrX,-,193859,194873,193859,194873,1,"193859,","194873,",NCA3,1014
YJL139C,chrX,-,151712,152999,151712,152999,1,"151712,","152999,",YUR1,1287
YJL127W-A,chrX,+,180193,180310,180193,180310,1,"180193,","180310,",YJL127W-A,117
YJL109C,chrX,-,211999,217309,211999,217309,1,"211999,","217309,",UTP10,5310
YJL096W,chrX,+,246489,246975,246489,246975,1,"246489,","246975,",MRPL49,486
YJL154C,chrX,-,131100,133935,131100,133935,1,"131100,","133935,",VPS35,2835
YJL123C,chrX,-,188003,189440,188003,189440,1,"188003,","189440,",MTC1,1437
YJL143W,chrX,+,147100,147577,147100,147577,1,"147100,","147577,",TIM17,477
YJL153C,chrX,-,134331,135933,134331,135933,1,"134331,","135933,",INO1,1602
YJL119C,chrX,-,191571,191895,191571,191895,1,"191571,","191895,",YJL119C,324
YJL105W,chrX,+,225054,226737,225054,226737,1,"225054,","226737,",SET4,1683
YJL112W,chrX,+,205304,207449,205304,207449,1,"205304,","207449,",MDV1,2145
YJL147C,chrX,-,141418,142567,141418,142567,1,"141418,","142567,",YJL147C,1149
YJL140W,chrX,+,150960,151626,150960,151626,1,"150960,","151626,",RPB4,666
YJL137C,chrX,-,154984,156127,154984,156127,1,"154984,","156127,",GLG2,1143
YJL127C,chrX,-,182297,184220,182297,184220,1,"182297,","184220,",SPT10,1923
YJL127C-B,chrX,-,181550,181709,181550,181709,1,"181550,","181709,",YJL127C-B,159
YJL098W,chrX,+,242081,245258,242081,245258,1,"242081,","245258,",SAP185,3177
YJL101C,chrX,-,234319,236356,234319,236356,1,"234319,","236356,",GSH1,2037
YJL115W,chrX,+,196286,197126,196286,197126,1,"196286,","197126,",ASF1,840
YJL138C,chrX,-,153503,154691,153503,154691,1,"153503,","154691,",TIF2,1188
YJL093C,chrX,-,254736,256812,254736,256812,1,"254736,","256812,",TOK1,2076
YJL120W,chrX,+,191021,191345,191021,191345,1,"191021,","191345,",YJL120W,324
YJL152W,chrX,+,136173,136533,136173,136533,1,"136173,","136533,",YJL152W,360
YJL144W,chrX,+,146358,146673,146358,146673,1,"146358,","146673,",YJL144W,315
YJL133W,chrX,+,160618,161563,160618,161563,1,"160618,","161563,",MRS3,945
YJL111W,chrX,+,207876,209529,207876,209529,1,"207876,","209529,",CCT7,1653
YJL097W,chrX,+,245590,246244,245590,246244,1,"245590,","246244,",PHS1,654
YJL136C,chrX,-,156549,157273,156549,157273,2,"156549,157249,","156789,157273,",RPS21B,264
YJL124C,chrX,-,187125,187644,187125,187644,1,"187125,","187644,",LSM1,519
YJL118W,chrX,+,191638,192298,191638,192298,1,"191638,","192298,",YJL118W,660
YJL106W,chrX,+,221389,223327,221389,223327,1,"221389,","223327,",IME2,1938
YJL148W,chrX,+,140436,141138,140436,141138,1,"140436,","141138,",RPA34,702
YJL133C-A,chrX,-,159622,159847,159622,159847,1,"159622,","159847,",YJL133C-A,225
YJL141C,chrX,-,147966,150390,147966,150390,1,"147966,","150390,",YAK1,2424
YJL132W,chrX,+,161913,164166,161913,164166,1,"161913,","164166,",YJL132W,2253
YJL128C,chrX,-,178096,180103,178096,180103,1,"178096,","180103,",PBS2,2007
YJL114W,chrX,+,197914,198595,197914,198595,1,"197914,","198595,",YJL114W_CDS,681
YJL107C,chrX,-,218852,220016,218852,220016,1,"218852,","220016,",YJL107C,1164
YJL099W,chrX,+,239413,241654,239413,241654,1,"239413,","241654,",CHS6,2241
YJL102W,chrX,+,231300,233760,231300,233760,1,"231300,","233760,",MEF2,2460
YJL094C,chrX,-,251820,254442,251820,254442,1,"251820,","254442,",KHA1,2622
YJL121C,chrX,-,190373,191090,190373,191090,1,"190373,","191090,",RPE1,717
YJL135W,chrX,+,157876,158194,157876,158194,1,"157876,","158194,",YJL135W,318
YJL145W,chrX,+,145159,146044,145159,146044,1,"145159,","146044,",SFH5,885
YJL151C,chrX,-,136371,136773,136371,136773,1,"136371,","136773,",SNA3,402
YJL117W,chrX,+,192530,193466,192530,193466,1,"192530,","193466,",PHO86,936
YJL108C,chrX,-,217704,218856,217704,218856,1,"217704,","218856,",PRM10,1152
YJL110C,chrX,-,209921,211577,209921,211577,1,"209921,","211577,",GZF3,1656
YJL082W,chrX,+,281184,283380,281184,283380,1,"281184,","283380,",IML2,2196
YJL077C,chrX,-,294665,295061,294665,295061,1,"294665,","295061,",ICS3,396
YJL070C,chrX,-,307970,310637,307970,310637,1,"307970,","310637,",YJL070C,2667
YJL077W-B,chrX,+,294046,294145,294046,294145,1,"294046,","294145,",YJL077W-B,99
YJL053W,chrX,+,335897,337037,335897,337037,1,"335897,","337037,",PEP8,1140
YJL031C,chrX,-,386367,387438,386367,387438,2,"386367,387435,","387348,387438,",BET4,984
YJL085W,chrX,+,272826,274698,272826,274698,1,"272826,","274698,",EXO70,1872
YJL062W-A,chrX,+,316722,316980,316722,316980,1,"316722,","316980,",COA3,258
